date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-25,sh.600850,28.4,28.6,27.51,27.67,49972036,1395298046.39,8.1507,-5.1097
2025-02-26,sh.600850,27.75,28.85,27.3,28.4,41690556,1171630792.46,6.7999,2.6382
2025-02-27,sh.600850,28.4,28.68,26.78,27.27,32225233,888146315.42,5.2561,-3.9789
2025-02-28,sh.600850,26.91,27.3,25.79,26.05,26936494,710575710.21,4.3935,-4.4738
2025-03-03,sh.600850,26.05,26.47,25.62,25.86,17459522,454499228.71,2.8477,-0.7294
2025-03-04,sh.600850,25.74,26.38,25.68,26.2,14681820,384181457.4,2.3947,1.3148
2025-03-05,sh.600850,26.4,26.77,26.25,26.7,17198940,456114363.23,2.8052,1.9084
2025-03-06,sh.600850,27.0,27.57,26.7,27.32,23508993,638157993.37,3.8344,2.3221
2025-03-07,sh.600850,27.01,27.37,26.66,26.85,17847570,481970369.97,2.911,-1.7204
2025-03-10,sh.600850,26.73,26.84,26.01,26.2,16218795,425544502.25,2.6454,-2.4209
2025-03-11,sh.600850,25.58,26.3,25.57,26.29,12186941,317395244.85,1.9877,0.3435
