date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-25,sz.301600,168.29,171.26,167.0,167.4,1527200,257205205.0,8.702,-1.674
2025-02-26,sz.301600,170.07,177.06,165.68,166.73,2283700,388746029.0,13.0125,-0.4002
2025-02-27,sz.301600,165.58,168.0,156.84,157.63,2781407,448481766.83,15.8485,-5.4579
2025-02-28,sz.301600,157.74,159.72,149.0,149.49,2189262,337618566.0,12.4744,-5.164
2025-03-03,sz.301600,150.0,158.5,149.07,155.7,2105755,325783174.17,11.9986,4.1541
2025-03-04,sz.301600,153.47,155.52,152.26,154.15,1243310,191145552.8,7.0844,-0.9955
2025-03-05,sz.301600,153.66,155.5,151.24,154.0,1041900,159364086.6,5.9368,-0.0973
2025-03-06,sz.301600,155.0,158.98,154.96,156.62,1432300,225081944.0,8.1613,1.7013
2025-03-07,sz.301600,156.0,172.97,153.7,167.0,3909219,642403149.59,22.2748,6.6275
2025-03-10,sz.301600,165.2,166.0,156.7,158.06,2613332,417882453.0,14.8908,-5.3533
2025-03-11,sz.301600,155.06,177.88,153.05,177.44,4320642,711292180.32,24.619,12.2612
