date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-25,sz.300036,18.5,18.99,18.35,18.66,16357065,305410368.9,3.7411,-0.9554
2025-02-26,sz.300036,18.75,18.79,18.42,18.65,15548997,288875068.38,3.5563,-0.0536
2025-02-27,sz.300036,18.66,18.79,17.89,18.22,16959220,310120456.0,3.8788,-2.3056
2025-02-28,sz.300036,18.07,18.17,17.0,17.05,17753800,309986845.0,4.0605,-6.4215
2025-03-03,sz.300036,17.2,17.73,16.94,17.3,14162699,246966799.7,3.2392,1.4663
2025-03-04,sz.300036,17.23,17.72,17.13,17.64,8765400,154013380.04,2.0048,1.9653
2025-03-05,sz.300036,17.56,17.79,17.33,17.69,9225290,161975644.45,2.11,0.2834
2025-03-06,sz.300036,17.86,18.84,17.8,18.5,18372680,336830891.64,4.2021,4.5789
2025-03-07,sz.300036,18.53,19.1,18.22,18.35,18732661,350230813.9,4.2844,-0.8108
2025-03-10,sz.300036,18.24,18.38,17.9,18.06,11735096,212130114.54,2.684,-1.5804
2025-03-11,sz.300036,17.8,18.06,17.73,18.02,7436270,133073405.5,1.7008,-0.2215
