date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-25,sh.600100,9.53,10.22,9.21,9.35,611808348,5904830691.4,18.2613,-1.3713
2025-02-26,sh.600100,9.35,9.48,8.86,9.17,362081864,3291795199.13,10.8075,-1.9251
2025-02-27,sh.600100,9.19,9.33,8.66,8.74,288844900,2573047512.23,8.6215,-4.6892
2025-02-28,sh.600100,8.7,8.92,8.51,8.52,214314845,1868590168.25,6.3969,-2.5172
2025-03-03,sh.600100,8.5,8.57,8.22,8.31,152729005,1279995125.51,4.5587,-2.4648
2025-03-04,sh.600100,8.24,8.48,8.21,8.46,106582271,894310873.21,3.1813,1.8051
2025-03-05,sh.600100,8.47,8.77,8.34,8.68,161114036,1378476653.45,4.8089,2.6005
2025-03-06,sh.600100,8.73,8.85,8.64,8.72,167482841,1466204221.64,4.999,0.4608
2025-03-07,sh.600100,8.7,8.8,8.46,8.56,140510550,1216522275.25,4.194,-1.8349
2025-03-10,sh.600100,8.58,8.62,8.29,8.37,107111656,898397993.96,3.1971,-2.2196
2025-03-11,sh.600100,8.2,8.41,8.18,8.33,69705930,578529301.08,2.0806,-0.4779
