date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sh.600577,7.11,7.14,7.01,7.1,102412411,724103722.69,4.7669,-0.1406
2025-02-11,sh.600577,7.11,7.17,7.02,7.15,124452738,882782171.68,5.7928,0.7042
2025-02-12,sh.600577,7.09,7.35,7.04,7.32,145771474,1058012436.69,6.7851,2.3776
2025-02-13,sh.600577,7.25,7.27,7.03,7.05,117408900,833246944.33,5.465,-3.6885
2025-02-14,sh.600577,7.01,7.12,6.89,6.96,86208802,602570811.4,4.0127,-1.2766
2025-02-17,sh.600577,6.91,7.13,6.91,7.02,95319832,670913243.52,4.4368,0.8621
2025-02-18,sh.600577,7.04,7.05,6.72,6.77,87046355,597041715.79,4.0517,-3.5613
2025-02-19,sh.600577,6.8,7.17,6.77,7.1,120218070,841576287.42,5.5957,4.8744
2025-02-20,sh.600577,7.14,7.16,6.95,7.08,96949520,686029207.32,4.5127,-0.2817
2025-02-21,sh.600577,7.08,7.25,7.01,7.24,119733081,857023641.97,5.5731,2.2599
2025-02-24,sh.600577,7.29,7.29,7.04,7.19,115803393,826425811.38,5.3902,-0.6906
2025-02-25,sh.600577,7.08,7.22,7.01,7.08,81408419,579437609.44,3.7893,-1.5299
2025-02-26,sh.600577,7.1,7.16,6.98,7.16,112158851,794347207.89,5.2206,1.1299
2025-02-27,sh.600577,7.17,7.33,6.99,7.07,105442264,749866684.84,4.908,-1.257
2025-02-28,sh.600577,7.01,7.02,6.62,6.67,102492775,697163411.15,4.7707,-5.6577
2025-03-03,sh.600577,6.68,6.98,6.59,6.85,86188603,588560413.15,4.0118,2.6987
2025-03-04,sh.600577,6.75,6.88,6.69,6.77,43632271,296052010.75,2.0309,-1.1679
2025-03-05,sh.600577,6.82,6.86,6.72,6.82,37026732,251306034.2,1.7235,0.7386
2025-03-06,sh.600577,6.86,6.97,6.83,6.9,68228714,471596771.0,3.1758,1.173
2025-03-07,sh.600577,6.9,7.19,6.81,7.03,112898601,795983367.61,5.255,1.8841
2025-03-10,sh.600577,7.03,7.26,7.02,7.2,106989131,767366659.44,4.98,2.4182
2025-03-11,sh.600577,7.12,7.6,7.05,7.59,208567209,1555132795.39,9.7081,5.4167
