date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sh.600525,5.05,5.11,5.01,5.09,10828380,54819699.45,0.8211,0.3945
2025-02-11,sh.600525,5.1,5.13,5.05,5.07,8487220,43121786.0,0.6436,-0.3929
2025-02-12,sh.600525,5.07,5.1,4.98,5.05,16341350,82263217.85,1.2391,-0.3945
2025-02-13,sh.600525,5.06,5.07,4.93,4.95,11846121,59097701.89,0.8983,-1.9802
2025-02-14,sh.600525,4.95,5.0,4.92,4.93,7539011,37292748.92,0.5717,-0.404
2025-02-17,sh.600525,4.91,4.97,4.88,4.97,10082701,49700862.09,0.7645,0.8114
2025-02-18,sh.600525,5.0,5.06,4.9,4.92,13248800,66291492.0,1.0046,-1.006
2025-02-19,sh.600525,4.93,5.0,4.91,4.99,7054120,35079923.2,0.5349,1.4228
2025-02-20,sh.600525,5.01,5.19,4.89,5.14,24244421,122250329.97,1.8384,3.006
2025-02-21,sh.600525,5.17,5.19,5.06,5.09,13175520,67306568.0,0.9991,-0.9728
2025-02-24,sh.600525,5.14,5.15,4.98,5.01,14114941,71199543.8,1.0703,-1.5717
2025-02-25,sh.600525,5.01,5.07,4.98,5.01,8887031,44675389.0,0.6739,0.0
2025-02-26,sh.600525,4.98,5.15,4.98,5.07,12544543,63528577.01,0.9512,1.1976
2025-02-27,sh.600525,5.05,5.11,4.96,5.02,11432961,57325733.22,0.8669,-0.9862
2025-02-28,sh.600525,5.0,5.25,4.94,5.1,33604821,171809209.08,2.5482,1.5936
2025-03-03,sh.600525,5.03,5.11,4.95,4.96,22109778,111280639.44,1.6765,-2.7451
2025-03-04,sh.600525,4.93,5.03,4.93,4.96,12394626,61654417.36,0.9399,0.0
2025-03-05,sh.600525,4.97,4.99,4.88,4.97,13066841,64350924.74,0.9908,0.2016
2025-03-06,sh.600525,4.95,5.09,4.94,5.01,19772086,99453465.8,1.4993,0.8048
2025-03-07,sh.600525,5.02,5.07,4.89,4.91,19778332,98371504.32,1.4997,-1.996
2025-03-10,sh.600525,4.94,4.94,4.75,4.76,24801637,119418590.86,1.8806,-3.055
2025-03-11,sh.600525,4.7,4.75,4.61,4.64,19447535,90741110.95,1.4747,-2.521
